0given0	0.1	0.2	0.5	0.9

original	0.8831	0.8953	0.9016	0.9029
05perc_10repeat	0.8646	0.8812	0.8813	0.8839
05perc_2repeat	0.8672	0.8845	0.8865	0.889
05perc_5repeat	0.8787	0.8797	0.8838	0.8855
15perc_10repeat	0.8364	0.8437	0.8459	0.8452
15perc_2repeat	0.8546	0.8604	0.8597	0.8604
15perc_5repeat	0.8393	0.8493	0.8485	0.8502
30perc_10repeat	0.7721	0.7827	0.7859	0.7874
30perc_2repeat	0.8117	0.8091	0.8167	0.8179
30perc_5repeat	0.785	0.7909	0.7941	0.7972
40perc_10repeat	0.7428	0.7431	0.7485	0.7492
40perc_2repeat	0.767	0.7889	0.7885	0.7893
40perc_5repeat	0.7429	0.7594	0.761	0.7618
50perc_10repeat	0.7042	0.7066	0.7094	0.71
50perc_2repeat	0.7447	0.7589	0.7616	0.7622
50perc_5repeat	0.7183	0.7227	0.7243	0.7268
60perc_10repeat	0.657	0.6617	0.6708	0.671
60perc_2repeat	0.7259	0.7265	0.7323	0.7336
60perc_5repeat	0.6805	0.6797	0.6915	0.691
70perc_10repeat	0.6285	0.6268	0.6322	0.6332
70perc_2repeat	0.6909	0.6978	0.7056	0.7069
70perc_5repeat	0.6406	0.6541	0.6589	0.6563
90perc_10repeat	0.5437	0.5555	0.5571	0.5573
90perc_2repeat	0.6477	0.65	0.6505	0.6501
90perc_5repeat	0.563	0.5826	0.5863	0.5866
100perc_10repeat	0.5078	0.518	0.5183	0.5191
100perc_2repeat	0.6088	0.6175	0.6223	0.6245
100perc_5repeat	0.5408	0.5442	0.5525	0.5544
