squaredloss	0.1	0.5	0.6	0.9

original	0.4193	0.3216	0.2942	0.2459
05prec_10repeat	0.4202	0.3067	0.2824	0.2393
05prec_2repeat	0.4198	0.3219	0.2964	0.2411
05prec_5repeat	0.4079	0.3045	0.2878	0.2467
15perc_10repeat	0.3968	0.2917	0.2802	0.2407
15perc_2repeat	0.4004	0.3005	0.2793	0.2401
15perc_5repeat	0.3923	0.2991	0.2743	0.2396
30perc_10repeat	0.3594	0.2675	0.2635	0.239
30perc_2repeat	0.3861	0.2845	0.264	0.2387
30perc_5repeat	0.3642	0.2781	0.2616	0.2407
40perc_10repeat	0.3264	0.2568	0.2506	0.2407
40perc_2repeat	0.3717	0.2726	0.2635	0.2368
40perc_5repeat	0.3442	0.2609	0.2545	0.237
50perc_10repeat	0.2974	0.2506	0.2476	0.2406
50perc_2repeat	0.3584	0.2659	0.2528	0.2301
50perc_5repeat	0.314	0.2523	0.2464	0.2347
60perc_10repeat	0.3012	0.2494	0.2454	0.2361
60perc_2repeat	0.3539	0.2523	0.2436	0.2215
60perc_5repeat	0.3252	0.2457	0.24	0.2269
70perc_10repeat	0.3282	0.2532	0.2459	0.2276
70perc_2repeat	0.3587	0.2463	0.232	0.2104
70perc_5repeat	0.333	0.2483	0.2377	0.2202
80perc_10repeat	0.3629	0.271	0.2513	0.2215
80perc_2repeat	0.3692	0.2323	0.2245	0.2042
80perc_5repeat	0.3622	0.2543	0.2395	0.2135
90perc_10repeat	0.4082	0.2874	0.262	0.218
90perc_2repeat	0.3705	0.2345	0.219	0.2007
90perc_5repeat	0.3962	0.2681	0.2528	0.2122
100perc_10repeat	0.4282	0.3002	0.2613	0.2173
100perc_2repeat	0.3873	0.2344	0.2203	0.2036
100perc_5repeat	0.4177	0.2831	0.2532	0.2105
